"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_craft_blurb","gear_links_crafting_reqs_name","gear_links_categories_name","gear_links_special_rules","gear_links_armor_points_name","gear_links_speed","gear_links_accuracy","gear_links_strength","gear_links_required_for_name"
"","","","","","","4x Bone","","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Core Game Cards","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","Armor","","","","","",""
"","","","","","","","Head Armor","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Outfits","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Down Blue Affinities","","","","","",""
"Oxidized Lantern Sword","https://kingdomdeath.fandom.com/wiki/Oxidized_Lantern_Sword","Oxidized Lantern Sword","Sharp
Deflect 1: Spend . You now have exactly a deflect tokens. The next time you are hit, ignore a hit and lose 1 deflect token.","weapon, melee, sword,
finesse, metal","Oxidized Lantern Sword may be crafted once the Exhausted Lantern Hoard settlement location has been acquired.","","","Sharp, Deflect 1","Sharp","3","5+","5",""
"Oxidized Lantern Sword","https://kingdomdeath.fandom.com/wiki/Oxidized_Lantern_Sword","Oxidized Lantern Sword","Sharp
Deflect 1: Spend . You now have exactly a deflect tokens. The next time you are hit, ignore a hit and lose 1 deflect token.","weapon, melee, sword,
finesse, metal","Oxidized Lantern Sword may be crafted once the Exhausted Lantern Hoard settlement location has been acquired.","","","Sharp, Deflect 1","Deflect 1","3","5+","5",""
"","","","","","","1x Lantern Sword","","","","","","",""
"","","","","","","1x Lantern Tube","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Exhausted Lantern Hoard Gear","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Swords","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Gear with Deflect","","","","","",""
"","","","","","","","Uses for Leather","","","","","",""
"","","","","","","","Uses for Black Lichen","","","","","",""
"","","","","","","","Uses for Cocoon Membrane","","","","","",""
"","","","","","","","Gear with Finesse","","","","","",""
"","","","","","","","Weapons with Sharp","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Oxidized Ring Whip","https://kingdomdeath.fandom.com/wiki/Oxidized_Ring_Whip","Oxidized Ring Whip","Sharp, Reach 2
Affinity Bonus: Gains Provoke (see Rawhide Whip).","weapon, melee, whip, finesse, metal","Oxidized Ring Whip may be crafted once the Exhausted Lantern Hoard settlement location has been acquired.","","","Sharp, Reach, Affinity Bonus","Sharp","2","5+","3",""
"Oxidized Ring Whip","https://kingdomdeath.fandom.com/wiki/Oxidized_Ring_Whip","Oxidized Ring Whip","Sharp, Reach 2
Affinity Bonus: Gains Provoke (see Rawhide Whip).","weapon, melee, whip, finesse, metal","Oxidized Ring Whip may be crafted once the Exhausted Lantern Hoard settlement location has been acquired.","","","Sharp, Reach, Affinity Bonus","Reach","2","5+","3",""
"Oxidized Ring Whip","https://kingdomdeath.fandom.com/wiki/Oxidized_Ring_Whip","Oxidized Ring Whip","Sharp, Reach 2
Affinity Bonus: Gains Provoke (see Rawhide Whip).","weapon, melee, whip, finesse, metal","Oxidized Ring Whip may be crafted once the Exhausted Lantern Hoard settlement location has been acquired.","","","Sharp, Reach, Affinity Bonus","Affinity Bonus","2","5+","3",""
"","","","","","","1x Ring Whip","","","","","","",""
"","","","","","","1x Iron","","","","","","",""
"","","","","","","4x Organ","","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Core Game Cards","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Whips","","","","","",""
"","","","","","","","Gear with Finesse","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Weapons with Sharp","","","","","",""
"","","","","","","","Gear with Reach","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Left Blue Affinities","","","","","",""
"Survivors' Lantern","https://kingdomdeath.fandom.com/wiki/Survivors%27_Lantern","Survivors' Lantern","Survivors' Lantern may be crafted once the Exhausted Lantern Hoard settlement location has been acquired.","item, lantern","<img src=""https://vignette.wikia.nocookie.net/kingdomdeath/images/9/96/Lock.png/revision/latest/scale-to-width-down/30?cb=20190908130932"" alt=""Lock"" class="""" data-image-key=""Lock.png"" data-image-name=""Lock.png"" width=""30"" height=""28""> Final Lantern required","1x","","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Core Game Cards","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Lanterns","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Gear with Right Green Affinities","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Down Blue Affinities","","","","","",""
"Hunter Whip","https://kingdomdeath.fandom.com/wiki/Hunter_Whip","Hunter Whip","Affinity Bonus: On a Perfect hit, discard 1 mood in play.","weapon, melee, whip, leather","The Hunter Whip may be crafted once the Leather Worker settlement location has been built.","","","Affinity Bonus","Affinity Bonus","3","6+","3",""
"","","","","","","2x Leather","","","","","","",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Whips","","","","","",""
"","","","","","","","Leather Gear","","","","","",""
"","","","","","","","On a Perfect Hit","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Right Blue Affinities","","","","","",""
"","","","","","","","Uses for Leather","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Leather Worker Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Leather Boots","https://kingdomdeath.fandom.com/wiki/Leather_Boots","Leather Boots","Affinity Bonus: At the end of your act, you may move 1 space.","armor, set, leather","The Leather Boots may be crafted once the Leather Worker settlement location has been built.","","","Affinity Bonus","Armor Points","","","",""
"Leather Boots","https://kingdomdeath.fandom.com/wiki/Leather_Boots","Leather Boots","Affinity Bonus: At the end of your act, you may move 1 space.","armor, set, leather","The Leather Boots may be crafted once the Leather Worker settlement location has been built.","","","Affinity Bonus","3","","","",""
"Leather Boots","https://kingdomdeath.fandom.com/wiki/Leather_Boots","Leather Boots","Affinity Bonus: At the end of your act, you may move 1 space.","armor, set, leather","The Leather Boots may be crafted once the Leather Worker settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Leather","","","","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Leg Armor","","","","","",""
"","","","","","","","Leather Gear","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Left Green Affinities","","","","","",""
"","","","","","","","Gear with Right Green Affinities","","","","","",""
"","","","","","","","Uses for Leather","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Leather Worker Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Leather Armor"
"","","","","","","","","","","","","","Dancer Armor"
"Leather Bracers","https://kingdomdeath.fandom.com/wiki/Leather_Bracers","Leather Bracers","When you depart, gain +2 survival.","armor, set, leather","The Leather Bracers may be crafted once the Leather Worker settlement location has been built.","","","3","Armor Points","","","",""
"Leather Bracers","https://kingdomdeath.fandom.com/wiki/Leather_Bracers","Leather Bracers","When you depart, gain +2 survival.","armor, set, leather","The Leather Bracers may be crafted once the Leather Worker settlement location has been built.","","","3","3","","","",""
"","","","","","","1x Leather","","","","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Arm Armor","","","","","",""
"","","","","","","","Leather Gear","","","","","",""
"","","","","","","","When you depart","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Right Green Affinities","","","","","",""
"","","","","","","","Uses for Leather","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Armor","","","","","",""
"","","","","","","","Leather Worker Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Leather Armor"
"","","","","","","","","","","","","","Warlord Armor"
"Leather Cuirass","https://kingdomdeath.fandom.com/wiki/Leather_Cuirass","Leather Cuirass","The Leather Cuirass may be crafted once the Leather Worker settlement location has been built.","armor, set, leather","","","","3","Armor Points","","","",""
"Leather Cuirass","https://kingdomdeath.fandom.com/wiki/Leather_Cuirass","Leather Cuirass","The Leather Cuirass may be crafted once the Leather Worker settlement location has been built.","armor, set, leather","","","","3","3","","","",""
"","","","","","","1x Leather","","","","","","",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","","Body Armor","","","","","",""
"","","","","","","","Leather Gear","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Down Blue Affinities","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Up Red Affinities","","","","","",""
